NiveauEtude,SujetCours,ResponsableEleve,NbFoisLeverMain,MoyenneLeverMainEleve,MoyenneLeverMainClasse,NbFoisEtudiantVisiteContenuCours,MoyenneVisiteContenuCoursEleve,MoyenneVisiteContenuCoursClasse,NbFoisUtilisateurCheckAnnonces,MoyenneCheckAnnoncesEleve,MoyenneCheckAnnoncesClasse,NbFoisUtilisateurParticipeDiscussionsGroupe,MoyenneParticipationsDiscussionsEleve,MoyenneParticipationsDiscussionsClasse,NbFoisParticipationEleve,MoyenneParticipationEleve,MoyenneParticipationClasse,ParentsOntRepondusSondagesEcole,ParentsSatisfaitsEcole,NbJoursAbsence,NiveauEleveNotes,NiveauEleveChiffre,PositionMoyenne,MoyenneClasse,PositionMoyenneClasse
College,Arabe,Mere,85,DessusMoyenne,"46,775",15,DessousMoyenne,"54,79792",22,DessousMoyenne,"37,91875",53,DessusMoyenne,"43,28333",175,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Arabe,Pere,80,DessusMoyenne,"46,775",71,DessusMoyenne,"54,79792",52,DessusMoyenne,"37,91875",51,DessusMoyenne,"43,28333",254,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Arabe,Mere,75,DessusMoyenne,"46,775",71,DessusMoyenne,"54,79792",72,DessusMoyenne,"37,91875",53,DessusMoyenne,"43,28333",271,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Arabe,Pere,85,DessusMoyenne,"46,775",66,DessusMoyenne,"54,79792",12,DessousMoyenne,"37,91875",23,DessousMoyenne,"43,28333",186,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Arabe,Pere,23,DessousMoyenne,"46,775",25,DessousMoyenne,"54,79792",32,DessousMoyenne,"37,91875",53,DessusMoyenne,"43,28333",133,DessousMoyenne,"182,775",Non,Non,Moins7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Arabe,Pere,15,DessousMoyenne,"46,775",25,DessousMoyenne,"54,79792",37,DessousMoyenne,"37,91875",13,DessousMoyenne,"43,28333",90,DessousMoyenne,"182,775",Oui,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Arabe,Mere,95,DessusMoyenne,"46,775",91,DessusMoyenne,"54,79792",62,DessusMoyenne,"37,91875",53,DessusMoyenne,"43,28333",301,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Arabe,Mere,81,DessusMoyenne,"46,775",75,DessusMoyenne,"54,79792",62,DessusMoyenne,"37,91875",53,DessusMoyenne,"43,28333",271,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Arabe,Mere,53,DessusMoyenne,"46,775",75,DessusMoyenne,"54,79792",72,DessusMoyenne,"37,91875",23,DessousMoyenne,"43,28333",223,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Arabe,Pere,15,DessousMoyenne,"46,775",43,DessousMoyenne,"54,79792",42,DessusMoyenne,"37,91875",33,DessousMoyenne,"43,28333",133,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Arabe,Mere,92,DessusMoyenne,"46,775",65,DessusMoyenne,"54,79792",62,DessusMoyenne,"37,91875",53,DessusMoyenne,"43,28333",272,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Arabe,Mere,83,DessusMoyenne,"46,775",75,DessusMoyenne,"54,79792",62,DessusMoyenne,"37,91875",53,DessusMoyenne,"43,28333",273,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Arabe,Pere,27,DessousMoyenne,"46,775",15,DessousMoyenne,"54,79792",42,DessusMoyenne,"37,91875",53,DessusMoyenne,"43,28333",137,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Arabe,Pere,45,DessousMoyenne,"46,775",95,DessusMoyenne,"54,79792",12,DessousMoyenne,"37,91875",13,DessousMoyenne,"43,28333",165,DessousMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Arabe,Mere,15,DessousMoyenne,"46,775",90,DessusMoyenne,"54,79792",52,DessusMoyenne,"37,91875",83,DessusMoyenne,"43,28333",240,DessusMoyenne,"182,775",Oui,Non,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Arabe,Mere,45,DessousMoyenne,"46,775",58,DessusMoyenne,"54,79792",52,DessusMoyenne,"37,91875",43,DessousMoyenne,"43,28333",198,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Arabe,Pere,25,DessousMoyenne,"46,775",5,DessousMoyenne,"54,79792",12,DessousMoyenne,"37,91875",33,DessousMoyenne,"43,28333",75,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Arabe,Pere,22,DessousMoyenne,"46,775",51,DessousMoyenne,"54,79792",42,DessusMoyenne,"37,91875",40,DessousMoyenne,"43,28333",155,DessousMoyenne,"182,775",Oui,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Arabe,Pere,29,DessousMoyenne,"46,775",10,DessousMoyenne,"54,79792",12,DessousMoyenne,"37,91875",24,DessousMoyenne,"43,28333",75,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Arabe,Mere,72,DessusMoyenne,"46,775",51,DessousMoyenne,"54,79792",42,DessusMoyenne,"37,91875",24,DessousMoyenne,"43,28333",189,DessusMoyenne,"182,775",Oui,Non,Plus7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Arabe,Pere,67,DessusMoyenne,"46,775",31,DessousMoyenne,"54,79792",42,DessusMoyenne,"37,91875",14,DessousMoyenne,"43,28333",154,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Spanish,Pere,17,DessousMoyenne,"46,775",21,DessousMoyenne,"54,79792",42,DessusMoyenne,"37,91875",14,DessousMoyenne,"43,28333",94,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Spanish,Mere,27,DessousMoyenne,"46,775",41,DessousMoyenne,"54,79792",49,DessusMoyenne,"37,91875",14,DessousMoyenne,"43,28333",131,DessousMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Spanish,Pere,70,DessusMoyenne,"46,775",81,DessusMoyenne,"54,79792",39,DessusMoyenne,"37,91875",84,DessusMoyenne,"43,28333",274,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Spanish,Mere,27,DessousMoyenne,"46,775",90,DessusMoyenne,"54,79792",82,DessusMoyenne,"37,91875",14,DessousMoyenne,"43,28333",213,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Spanish,Pere,17,DessousMoyenne,"46,775",61,DessusMoyenne,"54,79792",42,DessusMoyenne,"37,91875",14,DessousMoyenne,"43,28333",134,DessousMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Spanish,Mere,87,DessusMoyenne,"46,775",81,DessusMoyenne,"54,79792",42,DessusMoyenne,"37,91875",19,DessousMoyenne,"43,28333",229,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Spanish,Pere,7,DessousMoyenne,"46,775",61,DessusMoyenne,"54,79792",22,DessousMoyenne,"37,91875",14,DessousMoyenne,"43,28333",104,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Spanish,Pere,17,DessousMoyenne,"46,775",50,DessousMoyenne,"54,79792",2,DessousMoyenne,"37,91875",4,DessousMoyenne,"43,28333",73,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Spanish,Pere,5,DessousMoyenne,"46,775",21,DessousMoyenne,"54,79792",42,DessusMoyenne,"37,91875",14,DessousMoyenne,"43,28333",82,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Spanish,Mere,27,DessousMoyenne,"46,775",41,DessousMoyenne,"54,79792",32,DessousMoyenne,"37,91875",61,DessusMoyenne,"43,28333",161,DessousMoyenne,"182,775",Oui,Non,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Spanish,Pere,87,DessusMoyenne,"46,775",88,DessusMoyenne,"54,79792",40,DessusMoyenne,"37,91875",10,DessousMoyenne,"43,28333",225,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Spanish,Mere,96,DessusMoyenne,"46,775",61,DessusMoyenne,"54,79792",42,DessusMoyenne,"37,91875",94,DessusMoyenne,"43,28333",293,DessusMoyenne,"182,775",Oui,Non,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Spanish,Mere,57,DessusMoyenne,"46,775",51,DessousMoyenne,"54,79792",46,DessusMoyenne,"37,91875",34,DessousMoyenne,"43,28333",188,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Spanish,Pere,77,DessusMoyenne,"46,775",69,DessusMoyenne,"54,79792",41,DessusMoyenne,"37,91875",13,DessousMoyenne,"43,28333",200,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Spanish,Pere,80,DessusMoyenne,"46,775",51,DessousMoyenne,"54,79792",40,DessusMoyenne,"37,91875",24,DessousMoyenne,"43,28333",195,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Spanish,Pere,62,DessusMoyenne,"46,775",61,DessusMoyenne,"54,79792",82,DessusMoyenne,"37,91875",40,DessousMoyenne,"43,28333",245,DessusMoyenne,"182,775",Oui,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Spanish,Mere,72,DessusMoyenne,"46,775",83,DessusMoyenne,"54,79792",12,DessousMoyenne,"37,91875",90,DessusMoyenne,"43,28333",257,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Spanish,Mere,87,DessusMoyenne,"46,775",81,DessusMoyenne,"54,79792",22,DessousMoyenne,"37,91875",70,DessusMoyenne,"43,28333",260,DessusMoyenne,"182,775",Oui,Non,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Spanish,Mere,72,DessusMoyenne,"46,775",90,DessusMoyenne,"54,79792",12,DessousMoyenne,"37,91875",30,DessousMoyenne,"43,28333",204,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Spanish,Pere,2,DessousMoyenne,"46,775",11,DessousMoyenne,"54,79792",62,DessusMoyenne,"37,91875",30,DessousMoyenne,"43,28333",105,DessousMoyenne,"182,775",Non,Non,Moins7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Spanish,Pere,5,DessousMoyenne,"46,775",3,DessousMoyenne,"54,79792",2,DessousMoyenne,"37,91875",10,DessousMoyenne,"43,28333",20,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
Lycee,Mathematiques,Mere,73,DessusMoyenne,"46,775",84,DessusMoyenne,"54,79792",77,DessusMoyenne,"37,91875",81,DessusMoyenne,"43,28333",315,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Spanish,Pere,5,DessousMoyenne,"46,775",17,DessousMoyenne,"54,79792",21,DessousMoyenne,"37,91875",10,DessousMoyenne,"43,28333",53,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Spanish,Mere,51,DessusMoyenne,"46,775",42,DessousMoyenne,"54,79792",12,DessousMoyenne,"37,91875",29,DessousMoyenne,"43,28333",134,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Spanish,Pere,9,DessousMoyenne,"46,775",7,DessousMoyenne,"54,79792",21,DessousMoyenne,"37,91875",20,DessousMoyenne,"43,28333",57,DessousMoyenne,"182,775",Oui,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Coran,Pere,19,DessousMoyenne,"46,775",72,DessusMoyenne,"54,79792",15,DessousMoyenne,"37,91875",50,DessusMoyenne,"43,28333",156,DessousMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Sciences,Mere,32,DessousMoyenne,"46,775",80,DessusMoyenne,"54,79792",58,DessusMoyenne,"37,91875",46,DessusMoyenne,"43,28333",216,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Sciences,Mere,32,DessousMoyenne,"46,775",60,DessusMoyenne,"54,79792",58,DessusMoyenne,"37,91875",66,DessusMoyenne,"43,28333",216,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Sciences,Pere,12,DessousMoyenne,"46,775",8,DessousMoyenne,"54,79792",18,DessousMoyenne,"37,91875",26,DessousMoyenne,"43,28333",64,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Sciences,Pere,52,DessusMoyenne,"46,775",10,DessousMoyenne,"54,79792",13,DessousMoyenne,"37,91875",6,DessousMoyenne,"43,28333",81,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Sciences,Pere,72,DessusMoyenne,"46,775",80,DessusMoyenne,"54,79792",58,DessusMoyenne,"37,91875",66,DessusMoyenne,"43,28333",276,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Sciences,Mere,72,DessusMoyenne,"46,775",80,DessusMoyenne,"54,79792",58,DessusMoyenne,"37,91875",66,DessusMoyenne,"43,28333",276,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Sciences,Mere,92,DessusMoyenne,"46,775",80,DessusMoyenne,"54,79792",88,DessusMoyenne,"37,91875",76,DessusMoyenne,"43,28333",336,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Sciences,Mere,72,DessusMoyenne,"46,775",80,DessusMoyenne,"54,79792",98,DessusMoyenne,"37,91875",96,DessusMoyenne,"43,28333",346,DessusMoyenne,"182,775",Oui,Non,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Sciences,Pere,72,DessusMoyenne,"46,775",80,DessusMoyenne,"54,79792",58,DessusMoyenne,"37,91875",86,DessusMoyenne,"43,28333",296,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Sciences,Pere,22,DessousMoyenne,"46,775",20,DessousMoyenne,"54,79792",18,DessousMoyenne,"37,91875",6,DessousMoyenne,"43,28333",66,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
College,Sciences,Pere,12,DessousMoyenne,"46,775",20,DessousMoyenne,"54,79792",38,DessusMoyenne,"37,91875",46,DessusMoyenne,"43,28333",116,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Informatique,Mere,70,DessusMoyenne,"46,775",92,DessusMoyenne,"54,79792",83,DessusMoyenne,"37,91875",85,DessusMoyenne,"43,28333",330,DessusMoyenne,"182,775",Oui,Non,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Informatique,Pere,50,DessusMoyenne,"46,775",40,DessousMoyenne,"54,79792",52,DessusMoyenne,"37,91875",66,DessusMoyenne,"43,28333",208,DessusMoyenne,"182,775",Oui,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Sciences,Pere,80,DessusMoyenne,"46,775",94,DessusMoyenne,"54,79792",62,DessusMoyenne,"37,91875",77,DessusMoyenne,"43,28333",313,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Mathematiques,Pere,87,DessusMoyenne,"46,775",48,DessousMoyenne,"54,79792",82,DessusMoyenne,"37,91875",96,DessusMoyenne,"43,28333",313,DessusMoyenne,"182,775",Non,Non,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Coran,Pere,70,DessusMoyenne,"46,775",40,DessousMoyenne,"54,79792",2,DessousMoyenne,"37,91875",16,DessousMoyenne,"43,28333",128,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Informatique,Pere,65,DessusMoyenne,"46,775",86,DessusMoyenne,"54,79792",62,DessusMoyenne,"37,91875",40,DessousMoyenne,"43,28333",253,DessusMoyenne,"182,775",Non,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Mathematiques,Pere,15,DessousMoyenne,"46,775",6,DessousMoyenne,"54,79792",32,DessousMoyenne,"37,91875",40,DessousMoyenne,"43,28333",93,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Anglais,Mere,19,DessousMoyenne,"46,775",74,DessusMoyenne,"54,79792",32,DessousMoyenne,"37,91875",17,DessousMoyenne,"43,28333",142,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Pere,69,DessusMoyenne,"46,775",76,DessusMoyenne,"54,79792",82,DessusMoyenne,"37,91875",94,DessusMoyenne,"43,28333",321,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Pere,39,DessousMoyenne,"46,775",26,DessousMoyenne,"54,79792",12,DessousMoyenne,"37,91875",44,DessusMoyenne,"43,28333",121,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Anglais,Pere,59,DessusMoyenne,"46,775",97,DessusMoyenne,"54,79792",42,DessusMoyenne,"37,91875",70,DessusMoyenne,"43,28333",268,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,History,Pere,10,DessousMoyenne,"46,775",17,DessousMoyenne,"54,79792",12,DessousMoyenne,"37,91875",40,DessousMoyenne,"43,28333",79,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,History,Mere,80,DessusMoyenne,"46,775",87,DessusMoyenne,"54,79792",72,DessusMoyenne,"37,91875",60,DessusMoyenne,"43,28333",299,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,History,Pere,70,DessusMoyenne,"46,775",99,DessusMoyenne,"54,79792",66,DessusMoyenne,"37,91875",65,DessusMoyenne,"43,28333",300,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,History,Pere,80,DessusMoyenne,"46,775",97,DessusMoyenne,"54,79792",86,DessusMoyenne,"37,91875",95,DessusMoyenne,"43,28333",358,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Anglais,Mere,69,DessusMoyenne,"46,775",34,DessousMoyenne,"54,79792",12,DessousMoyenne,"37,91875",17,DessousMoyenne,"43,28333",132,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,History,Pere,10,DessousMoyenne,"46,775",17,DessousMoyenne,"54,79792",12,DessousMoyenne,"37,91875",14,DessousMoyenne,"43,28333",53,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,History,Pere,61,DessusMoyenne,"46,775",97,DessusMoyenne,"54,79792",82,DessusMoyenne,"37,91875",64,DessusMoyenne,"43,28333",304,DessusMoyenne,"182,775",Oui,Non,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,History,Mere,21,DessousMoyenne,"46,775",27,DessousMoyenne,"54,79792",52,DessusMoyenne,"37,91875",34,DessousMoyenne,"43,28333",134,DessousMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Mathematiques,Mere,49,DessusMoyenne,"46,775",94,DessusMoyenne,"54,79792",42,DessusMoyenne,"37,91875",7,DessousMoyenne,"43,28333",192,DessusMoyenne,"182,775",Non,Non,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Anglais,Mere,70,DessusMoyenne,"46,775",64,DessusMoyenne,"54,79792",42,DessusMoyenne,"37,91875",32,DessousMoyenne,"43,28333",208,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Anglais,Mere,79,DessusMoyenne,"46,775",84,DessusMoyenne,"54,79792",82,DessusMoyenne,"37,91875",37,DessousMoyenne,"43,28333",282,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Anglais,Pere,19,DessousMoyenne,"46,775",80,DessusMoyenne,"54,79792",12,DessousMoyenne,"37,91875",17,DessousMoyenne,"43,28333",128,DessousMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Anglais,Pere,11,DessousMoyenne,"46,775",70,DessusMoyenne,"54,79792",32,DessousMoyenne,"37,91875",29,DessousMoyenne,"43,28333",142,DessousMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Anglais,Pere,10,DessousMoyenne,"46,775",8,DessousMoyenne,"54,79792",10,DessousMoyenne,"37,91875",10,DessousMoyenne,"43,28333",38,DessousMoyenne,"182,775",Oui,Non,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Anglais,Pere,18,DessousMoyenne,"46,775",28,DessousMoyenne,"54,79792",40,DessusMoyenne,"37,91875",20,DessousMoyenne,"43,28333",106,DessousMoyenne,"182,775",Oui,Non,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Anglais,Mere,90,DessusMoyenne,"46,775",84,DessusMoyenne,"54,79792",52,DessusMoyenne,"37,91875",30,DessousMoyenne,"43,28333",256,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Anglais,Mere,92,DessusMoyenne,"46,775",81,DessusMoyenne,"54,79792",32,DessousMoyenne,"37,91875",36,DessousMoyenne,"43,28333",241,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Anglais,Pere,42,DessousMoyenne,"46,775",21,DessousMoyenne,"54,79792",2,DessousMoyenne,"37,91875",16,DessousMoyenne,"43,28333",81,DessousMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Anglais,Pere,22,DessousMoyenne,"46,775",20,DessousMoyenne,"54,79792",6,DessousMoyenne,"37,91875",26,DessousMoyenne,"43,28333",74,DessousMoyenne,"182,775",Non,Non,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Anglais,Mere,95,DessusMoyenne,"46,775",82,DessusMoyenne,"54,79792",82,DessusMoyenne,"37,91875",70,DessusMoyenne,"43,28333",329,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Anglais,Mere,90,DessusMoyenne,"46,775",62,DessusMoyenne,"54,79792",80,DessusMoyenne,"37,91875",60,DessusMoyenne,"43,28333",292,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Anglais,Mere,72,DessusMoyenne,"46,775",21,DessousMoyenne,"54,79792",22,DessousMoyenne,"37,91875",26,DessousMoyenne,"43,28333",141,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Anglais,Mere,92,DessusMoyenne,"46,775",31,DessousMoyenne,"54,79792",42,DessusMoyenne,"37,91875",27,DessousMoyenne,"43,28333",192,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Anglais,Mere,82,DessusMoyenne,"46,775",31,DessousMoyenne,"54,79792",52,DessusMoyenne,"37,91875",25,DessousMoyenne,"43,28333",190,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Anglais,Mere,72,DessusMoyenne,"46,775",41,DessousMoyenne,"54,79792",46,DessusMoyenne,"37,91875",27,DessousMoyenne,"43,28333",186,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Anglais,Mere,74,DessusMoyenne,"46,775",71,DessusMoyenne,"54,79792",56,DessusMoyenne,"37,91875",37,DessousMoyenne,"43,28333",238,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Anglais,Mere,74,DessusMoyenne,"46,775",60,DessusMoyenne,"54,79792",56,DessusMoyenne,"37,91875",37,DessousMoyenne,"43,28333",227,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
